elf0011072.002	Medium
elf0026152.002	Medium
elf0010140.002	Medium
elf0009906.002	Medium
elf0009906.003	Medium
elf0009906.005	Medium
elf0015075.003	Medium
elf0016035.002	Medium
elf0012738.002	Medium
elf0013811.002	Medium
elf0013646.003	Medium
elf0010332.002	Medium
elf0019934.002	Medium
elf0026397.003	Medium
elf0029016.002	Medium
elf0017851.002	Medium
elf0002407.002	Medium
elf0010617.002	Medium
elf0023610.002	Medium
elf0005557.002	Medium
elf0023128.005	Medium
elf0031925.002	Medium
elf0017995.002	Medium
elf0008462.002	Medium
elf0003741.002	Medium
elf0025586.002	Medium
elf0017354.002	Medium
elf0013994.002	Medium
elf0014854.002	Medium
elf0014995.002	Medium
elf0014480.003	Medium
elf0008522.003	Medium
elf0010454.002	Medium
elf0011385.002	Medium
elf0007944.003	Medium
elf0015581.003	Medium
elf0004957.002	Medium
elf0030114.002	Medium
elf0006109.002	Medium
elf0021313.002	Medium
elf0015923.002	Medium
elf0010673.002	Medium
elf0017226.002	Medium
elf0009753.002	Medium
elf0025211.002	Medium
elf0012237.002	Medium
elf0009075.003	Medium
elf0006645.002	Medium
elf0006645.003	Medium
elf0001821.003	Medium
elf0001821.004	Medium
elf0007898.003	Medium
elf0013414.002	Medium
elf0013414.005	Medium
elf0021684.002	Medium
elf0007039.003	Medium
elf0018216.002	Medium
elf0018670.002	Medium
elf0006916.002	Medium
elf0012600.002	Medium
elf0016181.002	Medium
elf0014162.002	Medium
elf0014162.003	Medium
elf0007567.003	Medium
elf0030316.002	Medium
elf0007242.002	Medium
elf0013502.003	Medium
elf0001832.002	Medium
elf0023234.002	Medium
elf0023234.003	Medium
elf0024158.002	Medium
elf0024158.003	Medium
elf0004140.002	Medium
elf0005420.002	Medium
elf0019893.002	Medium
elf0019893.004	Medium
elf0025706.002	Medium
elf0025706.003	Medium
elf0013650.003	Medium
elf0009643.002	Medium
elf0021733.002	Medium
elf0021733.003	Medium
elf0004802.003	Medium
elf0001085.002	Medium
elf0024393.002	Medium
elf0008520.003	Medium
elf0011271.002	Medium
elf0012607.002	Medium
elf0027850.002	Medium
elf0005421.002	Medium
elf0018472.002	Medium
elf0016299.002	Medium
elf0007448.003	Medium
elf0007448.004	Medium
elf0011131.002	Medium
elf0016492.002	Medium
elf0005792.002	Medium
elf0020685.002	Medium
elf0018474.002	Medium
elf0010145.002	Medium
elf0010145.003	Medium
elf0021468.002	Medium
elf0021468.004	Medium
elf0015092.002	Medium
elf0023705.002	Medium
elf0015613.002	Medium
elf0024813.002	Medium
elf0002232.003	Medium
elf0009633.002	Medium
elf0008458.002	Medium
elf0023482.002	Medium
elf0001790.002	Medium
elf0007482.002	Medium
elf0002838.002	Medium
elf0019375.002	Medium
elf0019375.004	Medium
elf0019375.005	Medium
elf0019375.006	Medium
elf0019375.007	Medium
elf0006546.002	Medium
elf0011854.002	Medium
elf0011854.003	Medium
elf0023978.002	Medium
elf0003726.002	Medium
elf0025809.002	Medium
elf0018922.002	Medium
elf0011177.002	Medium
elf0004524.002	Medium
elf0006605.002	Medium
elf0002199.002	Medium
elf0002199.003	Medium
elf0001360.002	Medium
elf0007127.002	Medium
elf0015456.002	Medium
elf0010236.002	Medium
elf0010236.003	Medium
elf0006718.003	Medium
elf0011081.002	Medium
elf0017377.002	Medium
elf0017377.004	Medium
elf0000459.003	Medium
elf0003928.002	Medium
elf0000461.002	Medium
elf0000461.003	Medium
elf0000513.004	Medium
elf0000904.002	Medium
elf0009728.003	Medium
elf0012467.002	Medium
elf0002050.002	Medium
elf0008347.002	Medium
elf0021605.003	Medium
elf0009033.002	Medium
elf0002310.003	Medium
elf0006576.002	Medium
elf0005140.002	Medium
elf0011850.002	Medium
elf0020459.003	Medium
elf0020459.004	Medium
elf0020459.005	Medium
elf0009061.002	Medium
elf0009061.003	Medium
elf0009061.004	Medium
elf0021678.003	Medium
elf0013394.002	Medium
elf0018115.002	Medium
elf0000758.002	Medium
elf0012716.002	Medium
elf0004709.003	Medium
elf0016596.002	Medium
elf0023720.002	Medium
elf0023731.002	Medium
elf0008875.003	Medium
elf0020264.002	Medium
elf0024915.002	Medium
elf0024915.003	Medium
elf0015298.002	Medium
elf0026317.002	Medium
elf0000940.002	Medium
elf0011800.002	Medium
elf0011800.003	Medium
elf0004195.002	Medium
elf0004195.003	Medium
elf0012824.002	Medium
elf0012824.004	Medium
elf0024505.002	Medium
elf0025121.002	Medium
elf0000464.002	Medium
elf0000464.003	Medium
elf0015421.002	Medium
elf0009977.003	Medium
elf0009977.004	Medium
elf0016547.002	Medium
elf0020503.003	Medium
elf0010945.002	Medium
elf0031681.002	Medium
elf0031681.003	Medium
elf0002811.002	Medium
elf0023714.002	Medium
elf0005445.002	Medium
elf0001651.003	Medium
elf0020718.003	Medium
elf0020718.005	Medium
elf0020718.006	Medium
elf0020718.008	Medium
elf0003960.002	Medium
elf0006661.002	Medium
elf0013213.003	Medium
elf0015144.003	Medium
elf0000753.002	Medium
elf0026256.003	Medium
elf0011086.002	Medium
elf0000546.002	Medium
elf0010237.003	Medium
elf0019286.002	Medium
elf0019286.003	Medium
elf0003704.002	Medium
elf0004388.003	Medium
elf0014817.002	Medium
elf0011796.002	Medium
elf0014497.002	Medium
elf0014497.003	Medium
elf0023331.002	Medium
elf0010170.003	Medium
elf0016891.003	Medium
elf0020678.002	Medium
elf0017287.003	Medium
elf0015764.002	Medium
elf0001126.002	Medium
